velocity_data_x,velocity_data_y,velocity_data_z
-0.454922,1.420595,-0.000159
-0.454946,1.420611,-0.000159
-0.4549689999999999,1.420627,-0.000159
-0.454993,1.420642,-0.000159
-0.455016,1.420657,-0.000159
-0.4550399999999999,1.420673,-0.000159
-0.455064,1.420688,-0.000159
-0.455088,1.4207040000000002,-0.000159
-0.455113,1.420719,-0.000159
-0.455137,1.420735,-0.000159
-0.455162,1.42075,-0.000159
-0.455187,1.420766,-0.000159
-0.455212,1.4207809999999998,-0.000159
-0.455237,1.420797,-0.000159
-0.455263,1.420813,-0.000159
-0.455289,1.42083,-0.000159
-0.4553149999999999,1.4208459999999998,-0.000159
-0.455341,1.420862,-0.000159
-0.4553939999999999,1.420895,-0.000159
-0.455421,1.4209120000000002,-0.000159
-0.455421,1.4209120000000002,-0.000159
-0.455475,1.4209459999999998,-0.000159
-0.455503,1.420963,-0.000159
-0.45553,1.42098,-0.000159
-0.455558,1.420998,-0.000159
-0.4555869999999999,1.421015,-0.000159
-0.4556149999999999,1.421033,-0.000159
-0.4556439999999999,1.421051,-0.000158
-0.455672,1.421069,-0.000158
-0.455702,1.421086,-0.000158
-0.455731,1.421104,-0.000158
-0.45576,1.4211200000000002,-0.000158
-0.45579,1.421137,-0.000158
-0.45582,1.421153,-0.000158
-0.45585,1.421168,-0.000158
-0.45588,1.421183,-0.000158
-0.4559109999999999,1.421198,-0.000158
-0.455941,1.421212,-0.000158
-0.455972,1.421227,-0.000159
-0.456003,1.42124,-0.000159
-0.456034,1.421254,-0.000159
-0.4560659999999999,1.421268,-0.000159
-0.4560979999999999,1.421281,-0.000159
-0.45613,1.421295,-0.000159
-0.456162,1.421309,-0.000158
-0.4561949999999999,1.421322,-0.000158
-0.4562279999999999,1.4213360000000002,-0.000158
-0.4562609999999999,1.42135,-0.000158
-0.456295,1.4213639999999998,-0.000158
-0.4563279999999999,1.421378,-0.000158
-0.456362,1.421392,-0.000158
-0.456396,1.421406,-0.000158
-0.456428,1.42142,-0.000158
-0.45646,1.421434,-0.000158
-0.456489,1.421448,-0.000158
-0.456517,1.421462,-0.000158
-0.456542,1.421475,-0.000158
-0.4565649999999999,1.421489,-0.000158
-0.456585,1.421502,-0.000158
-0.456603,1.421515,-0.000159
-0.4566189999999999,1.421528,-0.000159
-0.456633,1.421541,-0.000159
-0.4566449999999999,1.421554,-0.000159
-0.456656,1.421568,-0.000159
-0.4566659999999999,1.421581,-0.000159
-0.456675,1.421594,-0.000159
-0.456683,1.421608,-0.00016
-0.4566909999999999,1.421621,-0.00016
-0.4566989999999999,1.421635,-0.00016
-0.456706,1.421649,-0.00016
-0.456713,1.421662,-0.00016
-0.456719,1.421676,-0.00016
-0.456726,1.42169,-0.00016
-0.456733,1.421704,-0.00016
-0.45674,1.421718,-0.00016
-0.456746,1.421733,-0.00016
-0.4567529999999999,1.421747,-0.00016
-0.45676,1.421762,-0.00016
-0.456767,1.421776,-0.00016
-0.4567739999999999,1.421791,-0.00016
-0.456781,1.421806,-0.00016
-0.456788,1.42182,-0.00016
-0.456795,1.421835,-0.00016
-0.456802,1.421849,-0.00016
-0.456809,1.421863,-0.00016
-0.456817,1.421876,-0.00016
-0.4568239999999999,1.421889,-0.00016
-0.456831,1.421901,-0.000161
-0.456839,1.421913,-0.000161
-0.456846,1.421925,-0.000161
-0.4568529999999999,1.421936,-0.000161
-0.4568609999999999,1.4219469999999998,-0.000161
-0.456868,1.421958,-0.000161
-0.456876,1.421968,-0.000161
-0.456883,1.421979,-0.000161
-0.4568979999999999,1.422,-0.000161
-0.456906,1.422011,-0.000161
-0.456914,1.422021,-0.000161
-0.456921,1.422032,-0.000161
-0.456929,1.422043,-0.000161
-0.456937,1.4220540000000002,-0.000161
-0.456945,1.422065,-0.000161
-0.456953,1.422076,-0.000161
-0.456962,1.422087,-0.000162
-0.45697,1.422098,-0.000162
-0.456978,1.422109,-0.000162
-0.456987,1.422121,-0.000162
-0.456996,1.422132,-0.000162
-0.457005,1.422144,-0.000162
-0.457014,1.422156,-0.000162
-0.4570229999999999,1.422168,-0.000162
-0.457032,1.42218,-0.000162
-0.457041,1.422192,-0.000162
-0.457051,1.422204,-0.000162
-0.45706,1.422217,-0.000162
-0.45707,1.42223,-0.000162
-0.457079,1.422243,-0.000162
-0.457089,1.422256,-0.000162
-0.457099,1.422269,-0.000162
-0.457109,1.422282,-0.000162
-0.4571189999999999,1.422294,-0.000162
-0.457129,1.422307,-0.000162
-0.457139,1.42232,-0.000162
-0.4571489999999999,1.422332,-0.000162
-0.457159,1.422344,-0.000162
-0.4571689999999999,1.422357,-0.000162
-0.457179,1.422369,-0.000162
-0.457189,1.422381,-0.000162
-0.4572,1.422392,-0.000162
-0.45721,1.422404,-0.000162
-0.457221,1.422416,-0.000162
-0.457231,1.422428,-0.000162
-0.457242,1.42244,-0.000162
-0.4572529999999999,1.422451,-0.000162
-0.457264,1.4224629999999998,-0.000162
-0.457276,1.422476,-0.000162
-0.457287,1.422488,-0.000162
-0.4572989999999999,1.4225,-0.000162
-0.4573109999999999,1.422513,-0.000162
-0.457323,1.422525,-0.000162
-0.457334,1.422538,-0.000162
-0.457347,1.422551,-0.000162
-0.457359,1.422564,-0.000162
-0.457371,1.422576,-0.000162
-0.457384,1.422589,-0.000161
-0.457396,1.4226,-0.000161
-0.457409,1.422612,-0.000161
-0.457422,1.422623,-0.000161
-0.457435,1.422634,-0.000161
-0.457449,1.422644,-0.000161
-0.457462,1.4226530000000002,-0.000161
-0.457476,1.422662,-0.000161
-0.4574899999999999,1.422671,-0.000161
-0.457504,1.42268,-0.000161
-0.457518,1.422688,-0.000161
-0.457532,1.422697,-0.000161
-0.457547,1.422705,-0.000161
-0.4575609999999999,1.422713,-0.000161
-0.457576,1.422722,-0.000161
-0.4575909999999999,1.4227299999999998,-0.000161
-0.457606,1.4227379999999998,-0.000161
-0.457622,1.4227459999999998,-0.000161
-0.457638,1.422754,-0.000161
-0.457653,1.422762,-0.000161
-0.4576689999999999,1.422771,-0.000161
-0.457686,1.422779,-0.000161
-0.457702,1.422788,-0.000161
-0.457718,1.422797,-0.000161
-0.457735,1.422805,-0.000161
-0.457769,1.422823,-0.000161
-0.457769,1.422823,-0.000161
-0.4577859999999999,1.422832,-0.000161
-0.457821,1.422851,-0.000161
-0.457838,1.42286,-0.000161
-0.457856,1.4228690000000002,-0.000161
-0.457874,1.422879,-0.000161
-0.457892,1.4228889999999998,-0.000161
-0.45791,1.422899,-0.000161
-0.457928,1.422908,-0.000161
-0.457947,1.422918,-0.000161
-0.457966,1.422928,-0.00016
-0.457985,1.422939,-0.00016
-0.458004,1.422949,-0.00016
-0.4580229999999999,1.422959,-0.00016
-0.458043,1.42297,-0.00016
-0.4580619999999999,1.42298,-0.00016
-0.458082,1.422991,-0.00016
-0.458102,1.423002,-0.00016
-0.458122,1.423013,-0.00016
-0.458143,1.423024,-0.00016
-0.458163,1.423036,-0.00016
-0.458184,1.423047,-0.00016
-0.458205,1.423058,-0.00016
-0.458227,1.42307,-0.00016
-0.4582479999999999,1.423081,-0.00016
-0.458269,1.423093,-0.00016
-0.458291,1.4231049999999998,-0.00016
-0.458313,1.423117,-0.00016
-0.458335,1.42313,-0.00016
-0.4583569999999999,1.423142,-0.00016
-0.458379,1.423154,-0.00016
-0.458402,1.423166,-0.00016
-0.458424,1.423178,-0.00016
-0.458447,1.42319,-0.00016
-0.4584689999999999,1.423201,-0.00016
-0.458492,1.4232129999999998,-0.00016
-0.458514,1.423224,-0.00016
-0.458537,1.423235,-0.00016
-0.45856,1.423246,-0.00016
-0.458583,1.423258,-0.00016
-0.458606,1.423269,-0.00016
-0.458629,1.4232790000000002,-0.00016
-0.458652,1.423291,-0.00016
-0.458676,1.423301,-0.00016
-0.4586989999999999,1.423312,-0.00016
-0.4587229999999999,1.423323,-0.00016
-0.458747,1.423333,-0.00016
-0.458771,1.423343,-0.00016
-0.458795,1.423352,-0.00016
-0.458819,1.423361,-0.00016
-0.458844,1.42337,-0.00016
-0.4588689999999999,1.423377,-0.00016
-0.458893,1.423385,-0.00016
-0.4589189999999999,1.423392,-0.00016
-0.4589439999999999,1.423398,-0.00016
-0.4589689999999999,1.423404,-0.00016
-0.458995,1.42341,-0.00016
-0.459021,1.423416,-0.00016
-0.459047,1.4234209999999998,-0.00016
-0.4590729999999999,1.423427,-0.00016
-0.459099,1.423432,-0.00016
-0.459126,1.423438,-0.00016
-0.459152,1.423443,-0.00016
-0.459179,1.423449,-0.00016
-0.459206,1.423454,-0.00016
-0.459232,1.42346,-0.00016
-0.45926,1.423465,-0.00016
-0.459287,1.423471,-0.00016
-0.459314,1.423476,-0.00016
-0.459342,1.423482,-0.00016
-0.4593689999999999,1.423488,-0.00016
-0.459397,1.423494,-0.00016
-0.459424,1.423499,-0.00016
-0.459451,1.423506,-0.00016
-0.459477,1.423511,-0.00016
-0.459522,1.423524,-0.00016
-0.459542,1.42353,-0.00016
-0.459559,1.423536,-0.00016
-0.4595729999999999,1.423542,-0.00016
-0.459585,1.423549,-0.00016
-0.459595,1.423555,-0.00016
-0.459604,1.423562,-0.00016
-0.45961,1.423568,-0.00016
-0.4596149999999999,1.423575,-0.00016
-0.4596189999999999,1.423582,-0.00016
-0.459622,1.423589,-0.00016
-0.459624,1.423596,-0.00016
-0.459626,1.4236030000000002,-0.00016
-0.459627,1.42361,-0.00016
-0.459627,1.423617,-0.00016
-0.459628,1.423625,-0.00016
-0.459628,1.423633,-0.00016
-0.459628,1.42364,-0.00016
-0.459629,1.423648,-0.00016
-0.459629,1.423655,-0.00016
-0.459629,1.423663,-0.00016
-0.459628,1.423671,-0.00016
-0.459628,1.423679,-0.00016
-0.459628,1.423687,-0.00016
-0.459627,1.423696,-0.00016
-0.459627,1.423704,-0.00016
-0.459626,1.423712,-0.00016
-0.459626,1.423721,-0.00016
-0.459625,1.423729,-0.00016
-0.459624,1.423738,-0.00016
-0.4596229999999999,1.423747,-0.00016
-0.459622,1.423755,-0.00016
-0.459621,1.423764,-0.00016
-0.45962,1.423773,-0.00016
-0.4596189999999999,1.423782,-0.00016
-0.459618,1.423791,-0.00016
-0.459617,1.4238,-0.00016
-0.4596159999999999,1.42381,-0.00016
-0.4596149999999999,1.423819,-0.00016
-0.459613,1.423829,-0.00016
-0.4596119999999999,1.423838,-0.00016
-0.459611,1.423848,-0.00016
-0.459609,1.423858,-0.00016
-0.459608,1.423868,-0.00016
-0.459607,1.423877,-0.00016
-0.459605,1.4238879999999998,-0.000159
-0.459604,1.423898,-0.000159
-0.459602,1.423908,-0.000159
-0.459601,1.423918,-0.000159
-0.459599,1.423929,-0.000159
-0.4595979999999999,1.42394,-0.000159
-0.459596,1.423951,-0.000159
-0.459595,1.4239620000000002,-0.000159
-0.4595939999999999,1.423972,-0.000159
-0.459592,1.423983,-0.000159
-0.4595909999999999,1.423994,-0.000159
-0.459589,1.424006,-0.000159
-0.459588,1.424017,-0.000159
-0.4595869999999999,1.424028,-0.000159
-0.459585,1.42404,-0.000159
-0.459584,1.424052,-0.000159
-0.459583,1.424063,-0.000159
-0.459582,1.424075,-0.000159
-0.459581,1.424086,-0.000159
-0.459579,1.424098,-0.000159
-0.459578,1.424108,-0.000159
-0.459577,1.424119,-0.000159
-0.459576,1.424129,-0.000159
-0.459575,1.424138,-0.000159
-0.459574,1.424146,-0.000159
-0.4595729999999999,1.4241549999999998,-0.000159
-0.459572,1.4241629999999998,-0.000159
-0.459571,1.4241700000000002,-0.000159
-0.459571,1.424177,-0.000159
-0.45957,1.424184,-0.000159
-0.4595689999999999,1.424191,-0.000159
-0.4595689999999999,1.424197,-0.000159
-0.459568,1.424204,-0.000159
-0.459567,1.42421,-0.000159
-0.459567,1.424216,-0.000159
-0.459566,1.424223,-0.000159
-0.459566,1.4242290000000002,-0.000159
-0.459566,1.424235,-0.000159
-0.459566,1.424241,-0.000159
-0.4595649999999999,1.424247,-0.000159
-0.4595649999999999,1.424253,-0.000159
-0.459564,1.424258,-0.000159
-0.459564,1.4242629999999998,-0.000159
-0.459563,1.424273,-0.000159
-0.459563,1.4242780000000002,-0.000159
-0.459563,1.424282,-0.000159
-0.4595619999999999,1.4242860000000002,-0.000159
-0.4595619999999999,1.42429,-0.000159
-0.4595609999999999,1.424294,-0.000159
-0.4595609999999999,1.424298,-0.000159
-0.45956,1.424301,-0.000159
-0.45956,1.424305,-0.000159
-0.45956,1.424308,-0.000159
-0.45956,1.424312,-0.000159
-0.459559,1.424315,-0.000159
-0.459559,1.424319,-0.00016
-0.459559,1.424322,-0.00016
-0.459559,1.424326,-0.00016
-0.459559,1.42433,-0.00016
-0.45956,1.424333,-0.00016
-0.45956,1.4243370000000002,-0.00016
-0.45956,1.424341,-0.00016
-0.4595609999999999,1.424344,-0.00016
-0.4595609999999999,1.424348,-0.00016
-0.4595619999999999,1.424352,-0.00016
-0.4595619999999999,1.424356,-0.00016
-0.459563,1.424359,-0.00016
-0.459564,1.4243629999999998,-0.00016
-0.4595649999999999,1.424367,-0.00016
-0.459566,1.4243709999999998,-0.00016
-0.459567,1.424375,-0.00016
-0.459568,1.424379,-0.00016
-0.45957,1.424383,-0.00016
-0.459571,1.424387,-0.00016
-0.4595729999999999,1.424391,-0.00016
-0.459574,1.4243940000000002,-0.00016
-0.459576,1.424398,-0.00016
-0.459578,1.424403,-0.00016
-0.459579,1.424407,-0.00016
-0.459581,1.424411,-0.00016
-0.459583,1.424415,-0.000159
-0.459585,1.42442,-0.000159
-0.4595869999999999,1.424424,-0.000159
-0.4595899999999999,1.424428,-0.000159
-0.459592,1.424433,-0.000159
-0.4595939999999999,1.4244370000000002,-0.000159
-0.459597,1.424442,-0.000159
-0.459599,1.424447,-0.000159
-0.459602,1.424451,-0.000159
-0.459604,1.424456,-0.000159
-0.459607,1.424461,-0.000159
-0.45961,1.424465,-0.000159
-0.459613,1.42447,-0.000159
-0.4596159999999999,1.424475,-0.000159
-0.4596189999999999,1.42448,-0.000159
-0.459622,1.424485,-0.000159
-0.459625,1.42449,-0.000159
-0.459629,1.424495,-0.000159
-0.459632,1.4245,-0.000159
-0.459636,1.424505,-0.000159
-0.459639,1.42451,-0.000159
-0.459643,1.424515,-0.000159
-0.459647,1.424521,-0.000159
-0.459651,1.424526,-0.00016
-0.459655,1.424531,-0.00016
-0.459659,1.4245370000000002,-0.00016
-0.459663,1.424543,-0.00016
-0.459667,1.424548,-0.00016
-0.459672,1.424554,-0.00016
-0.459676,1.42456,-0.00016
-0.45968,1.424566,-0.00016
-0.459685,1.424572,-0.00016
-0.45969,1.424577,-0.00016
-0.4596939999999999,1.424583,-0.00016
-0.4596989999999999,1.424589,-0.00016
-0.459704,1.424595,-0.00016
-0.459709,1.424601,-0.00016
-0.4597199999999999,1.424614,-0.00016
-0.459725,1.42462,-0.00016
-0.45973,1.424626,-0.00016
-0.459736,1.424633,-0.00016
-0.459742,1.424639,-0.00016
-0.459747,1.4246450000000002,-0.00016
-0.4597529999999999,1.424652,-0.00016
-0.459759,1.424658,-0.00016
-0.459765,1.424665,-0.00016
-0.459771,1.424671,-0.00016
-0.459777,1.424678,-0.00016
-0.459783,1.424685,-0.00016
-0.459789,1.424692,-0.00016
-0.459796,1.424698,-0.00016
-0.459802,1.424706,-0.00016
-0.459808,1.424712,-0.00016
-0.459815,1.42472,-0.00016
-0.459822,1.424727,-0.00016
-0.4598279999999999,1.424734,-0.00016
-0.459835,1.424741,-0.00016
-0.459842,1.424748,-0.00016
-0.4598489999999999,1.424756,-0.00016
-0.459856,1.424763,-0.00016
-0.459864,1.42477,-0.00016
-0.459871,1.424778,-0.00016
-0.4598779999999999,1.424785,-0.00016
-0.4598859999999999,1.424793,-0.00016
-0.459893,1.424801,-0.00016
-0.459901,1.424808,-0.00016
-0.459909,1.424816,-0.000159
-0.459916,1.424824,-0.000159
-0.459924,1.424831,-0.000159
-0.4599319999999999,1.4248379999999998,-0.000159
-0.4599399999999999,1.424844,-0.000159
-0.4599479999999999,1.42485,-0.000159
-0.459956,1.424855,-0.000159
-0.459964,1.42486,-0.000159
-0.4599729999999999,1.424864,-0.000159
-0.459981,1.424868,-0.000159
-0.459989,1.424871,-0.00016
-0.4599979999999999,1.424874,-0.00016
-0.4600069999999999,1.424876,-0.00016
-0.4600149999999999,1.424878,-0.00016
-0.460024,1.42488,-0.00016
-0.4600329999999999,1.4248809999999998,-0.00016
-0.460042,1.424883,-0.00016
-0.460051,1.424884,-0.00016
-0.4600609999999999,1.424886,-0.00016
-0.46007,1.424887,-0.00016
-0.460079,1.424889,-0.00016
-0.460089,1.42489,-0.00016
-0.4600979999999999,1.424891,-0.00016
-0.460108,1.424892,-0.00016
-0.460118,1.424893,-0.00016
-0.460127,1.424894,-0.00016
-0.4601369999999999,1.424895,-0.00016
-0.460147,1.424896,-0.00016
-0.460157,1.424897,-0.00016
-0.460167,1.424899,-0.00016
-0.460178,1.4249,-0.00016
-0.460188,1.424902,-0.00016
-0.4601989999999999,1.424905,-0.00016
-0.46021,1.424907,-0.00016
-0.460221,1.42491,-0.00016
-0.460232,1.424913,-0.00016
-0.460243,1.424917,-0.00016
-0.460255,1.42492,-0.00016
-0.460266,1.424924,-0.00016
-0.4602779999999999,1.424928,-0.00016
-0.46029,1.424933,-0.000159
-0.460302,1.424937,-0.000159
-0.460314,1.424941,-0.000159
-0.460326,1.424945,-0.000159
-0.460339,1.42495,-0.000159
-0.460351,1.424955,-0.000159
-0.460363,1.424959,-0.000159
-0.460376,1.424964,-0.000159
-0.460389,1.4249690000000002,-0.000159
-0.460414,1.424978,-0.000159
-0.460427,1.424983,-0.000159
-0.460427,1.424983,-0.000159
-0.460453,1.424993,-0.000159
-0.460466,1.424998,-0.000159
-0.4604789999999999,1.425003,-0.000159
-0.460492,1.425008,-0.000159
-0.460506,1.425013,-0.000159
-0.4605189999999999,1.425018,-0.000159
-0.4605329999999999,1.425023,-0.000159
-0.460546,1.425028,-0.000159
-0.46056,1.425033,-0.000159
-0.4605729999999999,1.425039,-0.00016
-0.4605869999999999,1.425044,-0.00016
-0.460601,1.425049,-0.00016
-0.4606149999999999,1.425055,-0.00016
-0.460629,1.42506,-0.00016
-0.460643,1.425066,-0.00016
-0.460658,1.425071,-0.00016
-0.460672,1.425076,-0.00016
-0.460686,1.425082,-0.00016
-0.4607,1.425087,-0.00016
-0.460715,1.425093,-0.00016
-0.460729,1.425098,-0.00016
-0.460744,1.425104,-0.00016
-0.460759,1.425109,-0.00016
-0.4607729999999999,1.425115,-0.00016
-0.460788,1.425121,-0.00016
-0.4608029999999999,1.425126,-0.00016
-0.460818,1.425132,-0.00016
-0.460833,1.425138,-0.00016
-0.460848,1.425143,-0.00016
-0.460863,1.425149,-0.00016
-0.4608779999999999,1.425155,-0.00016
-0.4608939999999999,1.425161,-0.00016
-0.460909,1.425167,-0.00016
-0.460924,1.425173,-0.00016
-0.4609399999999999,1.4251790000000002,-0.00016
-0.460955,1.425185,-0.00016
-0.460971,1.425191,-0.00016
-0.4609859999999999,1.4251969999999998,-0.00016
-0.461002,1.425203,-0.00016
-0.461018,1.425209,-0.00016
-0.461034,1.425215,-0.00016
-0.46105,1.4252209999999998,-0.00016
-0.461066,1.425227,-0.00016
-0.461082,1.425233,-0.00016
-0.4610979999999999,1.42524,-0.00016
-0.461114,1.425246,-0.00016
-0.46113,1.425251,-0.00016
-0.461146,1.425258,-0.00016
-0.461163,1.425264,-0.00016
-0.461179,1.42527,-0.00016
-0.4611949999999999,1.425277,-0.00016
-0.461212,1.425283,-0.00016
-0.461229,1.425289,-0.00016
-0.4612449999999999,1.425296,-0.00016
-0.461262,1.425302,-0.00016
-0.4612779999999999,1.425309,-0.00016
-0.4612949999999999,1.425315,-0.00016
-0.461312,1.425322,-0.00016
-0.461329,1.4253280000000002,-0.00016
-0.461346,1.425335,-0.00016
-0.461363,1.425341,-0.00016
-0.46138,1.425348,-0.00016
-0.461397,1.425354,-0.00016
-0.461414,1.425361,-0.00016
-0.4614319999999999,1.425368,-0.00016
-0.461449,1.425374,-0.00016
-0.461466,1.425381,-0.00016
-0.461483,1.4253870000000002,-0.00016
-0.461501,1.425394,-0.00016
-0.461518,1.4254,-0.00016
-0.461535,1.425407,-0.00016
-0.461553,1.425414,-0.00016
-0.461571,1.42542,-0.00016
-0.461588,1.425427,-0.00016
-0.461606,1.425433,-0.00016
-0.461624,1.42544,-0.00016
-0.4616409999999999,1.425447,-0.00016
-0.461659,1.425453,-0.00016
-0.461677,1.42546,-0.00016
-0.4616949999999999,1.425467,-0.00016
-0.461713,1.425474,-0.00016
-0.461731,1.42548,-0.00016
-0.461768,1.4254950000000002,-0.00016
-0.461786,1.425502,-0.00016
-0.461804,1.425508,-0.00016
-0.461822,1.425516,-0.00016
-0.461841,1.425522,-0.00016
-0.461859,1.42553,-0.00016
-0.4618779999999999,1.425537,-0.00016
-0.461896,1.425544,-0.00016
-0.4619149999999999,1.425551,-0.00016
-0.461933,1.425558,-0.00016
-0.461952,1.425565,-0.00016
-0.461971,1.4255719999999998,-0.00016
-0.461989,1.4255790000000002,-0.00016
-0.462008,1.425586,-0.00016
-0.462027,1.425593,-0.00016
-0.462046,1.4256,-0.00016
-0.4620649999999999,1.425607,-0.00016
-0.462084,1.425614,-0.00016
-0.462103,1.4256209999999998,-0.00016
-0.462122,1.425628,-0.00016
-0.4621409999999999,1.425635,-0.00016
-0.46216,1.425642,-0.00016
-0.462179,1.425648,-0.00016
-0.4621979999999999,1.425655,-0.00016
-0.462217,1.425662,-0.00016
-0.462236,1.425669,-0.00016
-0.462256,1.425676,-0.00016
-0.462275,1.425683,-0.00016
-0.462294,1.42569,-0.00016
-0.462314,1.425697,-0.00016
-0.462333,1.425704,-0.00016
-0.4623529999999999,1.425711,-0.00016
-0.462372,1.425718,-0.00016
-0.462392,1.425725,-0.00016
-0.4624109999999999,1.425732,-0.000159
-0.462431,1.425739,-0.000159
-0.46245,1.425746,-0.000159
-0.462468,1.425753,-0.000159
-0.462485,1.42576,-0.000159
-0.4625,1.425767,-0.000159
-0.462513,1.425774,-0.000159
-0.462524,1.4257799999999998,-0.000159
-0.4625319999999999,1.425787,-0.000159
-0.462537,1.425794,-0.000159
-0.4625399999999999,1.425801,-0.000159
-0.462541,1.425808,-0.000159
-0.4625399999999999,1.425815,-0.000159
-0.462537,1.425821,-0.00016
-0.4625319999999999,1.425828,-0.00016
-0.462526,1.425835,-0.00016
